"customerkey","first_order_date","cohort_year","second_order_date","second_order_lag"
296812,"2022-01-24","2022","2023-12-22",697
279312,"2021-12-23","2021","2022-03-31",98
187807,"2022-05-06","2022","2022-09-01",118
290886,"2021-06-17","2021","2022-12-10",541
1694866,"2020-02-04","2020","2021-11-27",662
655062,"2021-09-21","2021","2022-02-28",160
379677,"2020-02-01","2020","2022-10-29",1001
417118,"2021-10-30","2021","2022-10-10",345
587299,"2021-12-22","2021","2022-12-23",366
2019911,"2021-05-19","2021","2021-06-09",21
1156166,"2022-10-14","2022","2023-01-12",90
364335,"2022-01-27","2022","2023-08-23",573
985267,"2020-01-29","2020","2022-11-07",1013
1252795,"2022-09-02","2022","2023-02-27",178
1139877,"2022-03-18","2022","2022-06-10",84
491112,"2021-01-28","2021","2021-07-17",170
657818,"2022-03-12","2022","2022-07-18",128
1997232,"2022-02-19","2022","2022-03-16",25
591045,"2022-10-08","2022","2023-08-05",301
1930859,"2023-05-11","2023","2023-06-21",41
263049,"2022-12-31","2022","2023-03-02",61
1629475,"2020-02-25","2020","2022-09-28",946
385061,"2023-03-16","2023","2023-09-15",183
153064,"2022-05-12","2022","2022-09-03",114
1774413,"2022-08-31","2022","2022-10-07",37
1442337,"2021-12-14","2021","2022-06-23",191
1794522,"2021-10-30","2021","2021-12-28",59
2030712,"2021-02-17","2021","2022-12-31",682
134514,"2020-02-17","2020","2020-07-09",143
1772157,"2021-04-09","2021","2022-03-24",349
1466558,"2021-08-07","2021","2022-05-26",292
1713902,"2023-02-17","2023","2023-06-21",124
1897756,"2021-12-04","2021","2023-05-09",521
821511,"2021-05-22","2021","2022-01-01",224
386358,"2023-09-02","2023","2023-12-27",116
281228,"2021-08-24","2021","2023-12-22",850
1659988,"2022-05-09","2022","2023-01-05",241
76404,"2021-06-10","2021","2022-08-29",445
811633,"2022-02-24","2022","2023-06-13",474
245827,"2022-06-20","2022","2022-07-14",24
2012658,"2020-10-24","2020","2023-04-13",901
949326,"2022-03-02","2022","2022-05-07",66
1131266,"2022-05-07","2022","2023-10-13",524
25952,"2020-05-21","2020","2021-01-29",253
1738468,"2022-03-05","2022","2022-05-18",74
495379,"2021-02-27","2021","2021-10-23",238
1344543,"2021-07-26","2021","2023-06-29",703
545153,"2022-12-10","2022","2023-08-11",244
1216970,"2021-07-19","2021","2023-04-21",641
1626371,"2022-05-10","2022","2022-12-31",235
2095633,"2020-09-07","2020","2022-08-06",698
261811,"2021-06-02","2021","2022-03-22",293
1672041,"2023-11-08","2023","2023-11-25",17
1618031,"2020-11-18","2020","2022-02-16",455
443577,"2021-04-15","2021","2022-01-01",261
1618739,"2021-08-21","2021","2022-07-30",343
335998,"2023-01-16","2023","2023-09-20",247
585988,"2021-07-09","2021","2022-10-12",460
20153,"2021-05-19","2021","2023-01-18",609
1679426,"2021-06-05","2021","2021-10-26",143
187783,"2023-10-10","2023","2023-12-23",74
1496954,"2022-08-22","2022","2023-05-13",264
524479,"2022-10-26","2022","2022-11-21",26
1821305,"2020-04-22","2020","2022-12-31",983
1728706,"2020-03-07","2020","2022-12-17",1015
301180,"2021-01-28","2021","2023-05-04",826
223719,"2021-12-02","2021","2022-07-29",239
523758,"2023-01-16","2023","2023-09-19",246
608828,"2023-02-03","2023","2023-05-04",90
566771,"2020-04-28","2020","2022-04-24",726
1246401,"2020-02-29","2020","2022-02-16",718
1692483,"2022-05-21","2022","2022-11-05",168
1697381,"2022-08-10","2022","2023-10-27",443
43811,"2022-05-07","2022","2022-10-04",150
1964258,"2022-09-02","2022","2023-11-22",446
2004055,"2022-08-17","2022","2023-05-04",260
595076,"2023-02-22","2023","2023-06-13",111
1172766,"2022-06-04","2022","2022-11-24",173
276176,"2022-05-05","2022","2023-02-18",289
327184,"2021-12-26","2021","2023-03-13",442
1686209,"2022-08-31","2022","2022-10-06",36
458758,"2022-01-21","2022","2023-01-02",346
1625467,"2021-12-08","2021","2023-11-17",709
1573369,"2020-02-26","2020","2020-06-27",122
1631738,"2022-05-20","2022","2022-09-19",122
669761,"2022-10-20","2022","2023-04-22",184
1802400,"2020-05-06","2020","2022-11-17",925
888537,"2023-06-27","2023","2023-06-30",3
682970,"2022-02-09","2022","2022-12-15",309
217137,"2021-10-14","2021","2022-02-22",131
2014247,"2020-02-03","2020","2022-09-14",954
276451,"2021-12-27","2021","2022-10-26",303
172242,"2022-07-18","2022","2023-12-14",514
1985418,"2022-07-28","2022","2023-01-18",174
1931051,"2023-03-23","2023","2023-05-13",51
1278969,"2022-10-29","2022","2023-04-08",161
188547,"2022-02-01","2022","2023-02-15",379
1191037,"2022-12-24","2022","2023-08-23",242
1413183,"2022-02-12","2022","2023-08-12",546
1540380,"2020-12-12","2020","2022-02-18",433
454833,"2022-07-13","2022","2022-07-16",3
1835207,"2021-11-02","2021","2022-01-19",78
1927922,"2022-06-01","2022","2023-02-23",267
1641766,"2021-07-05","2021","2022-10-22",474
1736343,"2023-01-09","2023","2023-11-11",306
889734,"2021-06-05","2021","2022-09-13",465
1515315,"2022-03-04","2022","2022-05-20",77
351345,"2021-08-07","2021","2021-12-03",118
1748981,"2020-05-14","2020","2021-08-09",452
1368332,"2021-08-14","2021","2022-12-02",475
1463562,"2021-07-10","2021","2022-06-23",348
1611606,"2021-11-25","2021","2022-05-27",183
1523464,"2020-04-28","2020","2020-06-27",60
579130,"2023-10-16","2023","2023-12-16",61
1909923,"2023-10-31","2023","2023-12-05",35
1612204,"2021-12-22","2021","2023-01-06",380
1703006,"2022-01-10","2022","2022-09-19",252
1533316,"2022-02-16","2022","2023-11-27",649
1789787,"2022-02-27","2022","2023-06-08",466
1898744,"2020-01-22","2020","2021-07-22",547
1230777,"2021-08-11","2021","2022-06-22",315
1084339,"2021-09-14","2021","2022-06-01",260
266380,"2020-07-10","2020","2021-06-26",351
1976581,"2021-11-08","2021","2022-12-30",417
2000528,"2023-07-20","2023","2023-09-09",51
1927171,"2022-08-29","2022","2022-09-03",5
1351036,"2022-09-28","2022","2023-06-21",266
1538757,"2022-05-19","2022","2023-02-03",260
231648,"2022-09-26","2022","2023-09-24",363
482165,"2021-12-31","2021","2022-11-03",307
2049386,"2021-07-23","2021","2021-09-29",68
531056,"2020-01-18","2020","2022-10-31",1017
1610560,"2020-07-23","2020","2022-02-19",576
252963,"2023-07-05","2023","2023-09-18",75
1055946,"2022-07-27","2022","2022-08-24",28
483472,"2022-06-04","2022","2022-10-20",138
1218244,"2021-10-04","2021","2023-01-25",478
1243917,"2020-07-11","2020","2021-12-23",530
474440,"2022-01-26","2022","2022-08-24",210
1674041,"2021-06-26","2021","2022-01-29",217
165327,"2022-10-22","2022","2022-12-26",65
1673623,"2020-01-25","2020","2022-09-07",956
1563829,"2023-05-23","2023","2023-06-16",24
1380316,"2021-11-11","2021","2023-05-13",548
1763217,"2022-08-25","2022","2023-07-13",322
36795,"2020-02-26","2020","2022-01-22",696
1677573,"2023-01-07","2023","2023-02-22",46
2048101,"2022-11-03","2022","2023-07-19",258
1573571,"2022-02-18","2022","2022-09-16",210
2045667,"2022-03-05","2022","2023-01-14",315
1517373,"2022-10-09","2022","2023-07-15",279
486646,"2020-03-06","2020","2023-01-02",1032
402948,"2022-10-26","2022","2023-04-22",178
1952986,"2023-09-30","2023","2023-12-14",75
1150737,"2022-03-02","2022","2022-07-23",143
1832349,"2022-04-21","2022","2022-07-31",101
1836872,"2022-05-30","2022","2023-12-30",579
805742,"2022-08-15","2022","2022-10-08",54
259220,"2022-10-19","2022","2023-10-28",374
1397822,"2020-01-04","2020","2022-11-15",1046
1333142,"2022-12-13","2022","2023-12-27",379
366532,"2022-03-29","2022","2023-01-26",303
1659280,"2021-03-16","2021","2021-09-12",180
822643,"2022-05-16","2022","2022-07-07",52
1371619,"2020-04-29","2020","2021-09-14",503
899731,"2022-12-28","2022","2023-07-29",213
377669,"2020-05-28","2020","2022-05-20",722
50564,"2022-08-05","2022","2023-04-20",258
537928,"2022-09-15","2022","2022-12-24",100
1003724,"2020-01-24","2020","2020-07-06",164
894971,"2022-07-30","2022","2023-09-08",405
1253078,"2021-10-20","2021","2022-06-02",225
1783709,"2022-05-04","2022","2023-07-12",434
392404,"2020-02-18","2020","2022-12-06",1022
1065998,"2021-05-17","2021","2022-10-17",518
1652132,"2023-05-20","2023","2023-12-05",199
1093129,"2021-04-01","2021","2022-08-01",487
1480907,"2020-02-06","2020","2021-10-30",632
586427,"2021-10-13","2021","2023-03-29",532
1134854,"2022-09-24","2022","2023-02-25",154
1325972,"2021-11-20","2021","2023-06-22",579
542008,"2022-02-12","2022","2022-06-25",133
1271701,"2021-11-09","2021","2023-02-01",449
1453212,"2021-03-24","2021","2022-03-17",358
1415193,"2022-08-13","2022","2022-10-08",56
287189,"2021-03-11","2021","2022-09-08",546
1615657,"2021-10-05","2021","2022-03-03",149
2083458,"2022-01-22","2022","2022-05-05",103
1551489,"2020-01-04","2020","2022-06-30",908
1072219,"2020-01-25","2020","2022-05-05",831
1866284,"2022-11-12","2022","2023-04-22",161
1511353,"2021-12-27","2021","2023-09-30",642
451149,"2022-03-05","2022","2022-12-13",283
267090,"2022-06-21","2022","2023-04-01",284
228533,"2021-10-28","2021","2023-10-05",707
1562130,"2020-03-12","2020","2022-05-26",805
1237684,"2022-02-17","2022","2023-06-16",484
349130,"2020-11-19","2020","2022-02-24",462
925122,"2021-12-08","2021","2022-09-22",288
379514,"2021-06-12","2021","2023-12-28",929
388420,"2020-07-28","2020","2020-09-04",38
642969,"2020-03-05","2020","2023-10-10",1314
144519,"2020-12-31","2020","2021-07-12",193
214969,"2022-08-10","2022","2023-11-28",475
258698,"2021-02-15","2021","2023-07-15",880
1738026,"2020-05-07","2020","2023-01-18",986
1531135,"2022-06-17","2022","2023-07-08",386
1344698,"2023-08-10","2023","2023-12-09",121
2070483,"2022-02-09","2022","2022-05-21",101
1821668,"2020-02-26","2020","2021-06-23",483
2055263,"2021-12-16","2021","2022-01-26",41
630107,"2023-01-01","2023","2023-07-06",186
1829735,"2022-08-14","2022","2023-11-22",465
645871,"2023-05-05","2023","2023-10-19",167
1459095,"2022-04-28","2022","2022-05-28",30
862586,"2022-05-26","2022","2023-02-01",251
1858747,"2021-01-09","2021","2022-02-19",406
1245705,"2023-01-07","2023","2023-07-22",196
527693,"2020-02-10","2020","2022-09-26",959
1312735,"2022-03-17","2022","2022-11-05",233
544236,"2020-09-05","2020","2022-05-03",605
457574,"2021-12-18","2021","2023-06-14",543
655279,"2022-07-17","2022","2023-10-26",466
1964846,"2021-11-02","2021","2022-06-21",231
1232812,"2021-05-20","2021","2021-11-25",189
299790,"2021-10-02","2021","2022-10-01",364
42128,"2021-12-04","2021","2022-01-05",32
1577711,"2022-11-17","2022","2023-04-04",138
2055617,"2020-02-13","2020","2022-07-13",881
592634,"2020-08-25","2020","2023-12-16",1208
516179,"2021-10-23","2021","2022-04-13",172
1395499,"2020-05-25","2020","2021-02-20",271
566218,"2020-06-18","2020","2023-11-16",1246
1600237,"2022-01-27","2022","2023-06-03",492
445811,"2021-12-08","2021","2022-07-11",215
2095860,"2022-10-01","2022","2022-10-09",8
1716441,"2022-10-28","2022","2023-02-24",119
1952263,"2020-05-13","2020","2023-05-25",1107
1919258,"2022-06-09","2022","2023-08-26",443
1749016,"2023-06-13","2023","2023-09-12",91
1525051,"2020-05-26","2020","2023-06-27",1127
2021575,"2022-04-27","2022","2022-05-26",29
1898759,"2020-02-05","2020","2022-07-01",877
1807545,"2022-08-18","2022","2023-06-20",306
478380,"2022-01-29","2022","2023-08-01",549
1739850,"2022-02-16","2022","2022-09-26",222
1205205,"2021-10-21","2021","2023-03-13",508
1943394,"2021-05-13","2021","2023-01-28",625
1556537,"2021-12-11","2021","2023-09-16",644
391394,"2022-02-14","2022","2022-06-02",108
1173386,"2021-07-13","2021","2022-05-20",311
1835488,"2021-05-15","2021","2022-08-27",469
1970251,"2021-05-22","2021","2023-12-21",943
2065636,"2022-04-26","2022","2023-02-23",303
946793,"2022-01-29","2022","2022-08-20",203
489000,"2020-01-18","2020","2022-07-08",902
1915952,"2022-02-19","2022","2023-03-10",384
666330,"2021-12-18","2021","2022-12-12",359
799370,"2022-09-03","2022","2023-02-15",165
1345445,"2023-10-05","2023","2023-10-17",12
84223,"2022-06-11","2022","2022-11-26",168
416385,"2021-05-21","2021","2021-12-22",215
569821,"2023-06-05","2023","2023-12-09",187
1544421,"2020-06-18","2020","2023-02-02",959
1356512,"2023-02-23","2023","2023-09-13",202
222554,"2021-12-25","2021","2023-10-31",675
1600188,"2022-03-12","2022","2022-06-29",109
539170,"2022-08-19","2022","2022-09-10",22
231462,"2021-08-19","2021","2022-09-21",398
1202215,"2021-07-23","2021","2023-05-18",664
1336703,"2021-07-20","2021","2022-06-30",345
500032,"2020-05-05","2020","2023-06-28",1149
1454275,"2022-12-02","2022","2023-03-09",97
1781969,"2021-09-18","2021","2023-02-16",516
518303,"2021-02-13","2021","2021-11-05",265
1196981,"2020-02-13","2020","2022-02-15",733
2028477,"2022-09-03","2022","2022-12-19",107
1782794,"2022-05-17","2022","2023-09-02",473
1700065,"2020-04-29","2020","2022-08-30",853
1292398,"2022-01-07","2022","2022-02-19",43
1368355,"2022-06-28","2022","2023-02-01",218
356023,"2021-07-17","2021","2022-06-11",329
1258844,"2022-06-08","2022","2023-06-09",366
1940788,"2022-10-31","2022","2022-11-15",15
1412689,"2023-01-04","2023","2023-05-31",147
204078,"2023-05-02","2023","2023-09-29",150
365623,"2021-08-07","2021","2021-12-29",144
1529932,"2021-11-18","2021","2022-05-08",171
1710364,"2022-09-24","2022","2022-11-01",38
511427,"2022-02-08","2022","2022-08-02",175
1748737,"2022-01-25","2022","2022-10-03",251
1877738,"2022-08-06","2022","2022-12-31",147
375348,"2020-09-19","2020","2022-07-15",664
1611456,"2021-09-06","2021","2022-02-04",151
1820858,"2023-06-14","2023","2023-07-11",27
187968,"2022-06-14","2022","2023-02-11",242
2024716,"2020-06-02","2020","2020-10-21",141
1157360,"2020-03-12","2020","2021-07-23",498
1935047,"2020-08-12","2020","2023-08-09",1092
1514242,"2022-10-27","2022","2022-12-14",48
1903290,"2022-09-10","2022","2023-08-16",340
484716,"2022-02-28","2022","2022-06-28",120
1470217,"2020-05-07","2020","2021-12-31",603
1550118,"2022-06-28","2022","2023-04-22",298
1271373,"2022-08-20","2022","2023-02-16",180
1481606,"2020-01-30","2020","2023-05-04",1190
1922577,"2021-05-26","2021","2022-05-09",348
163758,"2021-11-12","2021","2023-08-11",637
573774,"2020-01-13","2020","2022-07-02",901
876361,"2022-04-30","2022","2022-05-02",2
1210308,"2022-09-14","2022","2023-08-01",321
780366,"2021-08-26","2021","2022-11-19",450
674076,"2021-01-29","2021","2022-12-22",692
801922,"2020-11-05","2020","2022-09-06",670
323958,"2022-02-23","2022","2023-02-21",363
1411773,"2020-01-05","2020","2020-12-16",346
416470,"2022-08-08","2022","2022-12-10",124
404857,"2020-11-07","2020","2023-02-09",824
1548130,"2020-03-05","2020","2023-12-28",1393
905991,"2022-10-19","2022","2023-10-21",367
1202969,"2021-12-06","2021","2022-08-06",243
1821432,"2022-06-28","2022","2022-11-03",128
547142,"2022-10-22","2022","2023-10-12",355
227743,"2021-09-16","2021","2022-05-28",254
1903824,"2021-10-30","2021","2022-07-29",272
1868700,"2021-09-10","2021","2023-02-16",524
1376443,"2020-01-09","2020","2023-05-11",1218
1804442,"2022-09-03","2022","2023-04-30",239
2074430,"2022-02-23","2022","2023-05-04",435
1400776,"2020-02-21","2020","2023-08-27",1283
740854,"2022-04-14","2022","2023-06-15",427
356018,"2020-07-22","2020","2023-02-18",941
1342759,"2021-08-26","2021","2022-02-19",177
1455630,"2020-01-10","2020","2022-11-05",1030
1144827,"2021-12-23","2021","2023-10-14",660
1369053,"2021-09-08","2021","2023-12-05",818
1915899,"2022-09-20","2022","2023-12-29",465
1900560,"2021-12-11","2021","2022-03-18",97
530706,"2021-08-27","2021","2023-02-11",533
681391,"2020-01-22","2020","2022-02-18",758
1531631,"2021-12-15","2021","2022-03-10",85
1309124,"2020-03-10","2020","2021-06-02",449
425105,"2021-10-27","2021","2023-01-04",434
1791437,"2020-07-06","2020","2022-01-15",558
1941024,"2021-02-03","2021","2023-02-28",755
1776830,"2021-02-06","2021","2022-01-28",356
1463145,"2021-11-30","2021","2022-03-15",105
859360,"2020-02-29","2020","2022-12-06",1011
1854713,"2020-03-07","2020","2021-03-20",378
832619,"2021-09-11","2021","2023-02-17",524
389994,"2021-06-26","2021","2023-01-05",558
1566787,"2022-10-01","2022","2023-04-24",205
1177723,"2022-01-20","2022","2023-03-01",405
2059448,"2023-03-11","2023","2023-09-01",174
1932982,"2020-06-27","2020","2022-11-28",884
1671509,"2021-09-24","2021","2023-12-23",820
1480399,"2022-12-14","2022","2023-09-21",281
642550,"2022-12-06","2022","2023-07-12",218
1412721,"2021-04-24","2021","2021-09-08",137
1360138,"2022-07-08","2022","2023-09-01",420
1462173,"2021-05-06","2021","2023-09-01",848
116391,"2021-05-21","2021","2022-07-21",426
1993140,"2022-05-08","2022","2023-08-30",479
433138,"2023-04-06","2023","2023-06-17",72
1353787,"2023-01-27","2023","2023-07-20",174
185774,"2022-02-14","2022","2022-10-28",256
1604542,"2020-10-17","2020","2023-07-18",1004
1474159,"2022-02-28","2022","2023-09-14",563
814311,"2021-04-22","2021","2023-06-28",797
1627275,"2020-06-19","2020","2021-10-02",470
1559233,"2021-10-12","2021","2022-12-24",438
302639,"2022-09-22","2022","2022-12-29",98
158517,"2020-06-17","2020","2023-05-27",1074
2027945,"2020-05-05","2020","2022-01-19",624
1662614,"2022-01-28","2022","2023-12-06",677
1397481,"2020-01-30","2020","2023-01-05",1071
497655,"2022-03-20","2022","2023-10-20",579
695302,"2020-05-28","2020","2021-07-27",425
495743,"2022-05-17","2022","2023-08-10",450
327430,"2022-05-11","2022","2022-06-09",29
397467,"2021-11-03","2021","2023-02-15",469
935050,"2023-02-23","2023","2023-12-17",297
414939,"2021-12-04","2021","2022-04-30",147
1700168,"2022-08-11","2022","2023-06-17",310
355781,"2020-02-27","2020","2022-10-14",960
1901894,"2021-12-28","2021","2022-10-27",303
225965,"2021-06-03","2021","2023-11-29",909
1858258,"2022-06-11","2022","2022-12-14",186
1532249,"2020-05-14","2020","2021-09-16",490
1743336,"2023-07-01","2023","2023-07-06",5
157222,"2020-05-02","2020","2022-06-27",786
1390350,"2020-07-31","2020","2021-07-07",341
1497865,"2020-03-17","2020","2022-05-21",795
1940819,"2021-08-21","2021","2022-07-09",322
547219,"2020-03-07","2020","2022-08-17",893
1354109,"2021-01-30","2021","2022-03-28",422
1948553,"2021-10-12","2021","2023-06-24",620
2061537,"2022-10-18","2022","2023-07-11",266
128060,"2022-02-24","2022","2022-09-15",203
2074907,"2020-03-19","2020","2021-12-01",622
571004,"2021-01-30","2021","2023-09-15",958
1620302,"2022-09-09","2022","2022-11-27",79
1987659,"2021-03-10","2021","2022-12-31",661
1305279,"2022-11-24","2022","2023-05-13",170
1439540,"2020-04-01","2020","2023-02-11",1046
336905,"2021-11-13","2021","2022-09-21",312
993751,"2023-01-03","2023","2023-07-07",185
1857165,"2020-01-25","2020","2020-04-04",70
1962371,"2021-07-13","2021","2022-08-18",401
899396,"2021-11-24","2021","2023-05-10",532
315775,"2022-12-25","2022","2023-01-01",7
1896060,"2022-01-08","2022","2022-08-13",217
1371116,"2022-02-03","2022","2023-07-30",542
809170,"2023-03-10","2023","2023-07-26",138
1671115,"2021-02-17","2021","2021-06-26",129
428100,"2022-02-12","2022","2023-12-01",657
1889683,"2020-02-18","2020","2023-01-01",1048
1362823,"2022-08-11","2022","2022-08-20",9
1481108,"2023-01-05","2023","2023-01-26",21
283999,"2022-06-06","2022","2022-08-25",80
571112,"2021-06-05","2021","2022-05-31",360
599795,"2022-12-27","2022","2023-08-15",231
