"customerkey","total","cohort_year","customer_group","m_1","m_3","m_6","m_12"
328613,308.841130712,"2023","Low Value","0","0","0","0"
328725,2271.3113721375003,"2021","Medium Value","0","0","0","0"
328815,3619.9389941994505,"2022","Medium Value","0","0","0","0"
328829,5058.478703,"2022","High Value","0","0","0","0"
329028,2476.163913804,"2023","Medium Value","0","0","0","0"
329091,5032.865712,"2023","High Value","0","0","0","0"
329204,529.1632410000001,"2020","Medium Value","0","0","0","0"
329223,3388.772930176,"2022","Medium Value","0","0","0","0"
329271,74.16595791,"2023","Low Value","0","0","0","0"
329411,42.3851576148,"2022","Low Value","0","0","0","0"
329563,5435.31054,"2023","High Value","0","0","0","0"
329576,909.2799829399999,"2022","Medium Value","0","0","0","0"
329705,1511.740589136,"2023","Medium Value","0","0","0","0"
329710,98.4226152,"2022","Low Value","0","0","0","0"
329720,10161.678970048,"2022","High Value","0","0","1","0"
329778,1767.5431200000003,"2023","Medium Value","0","0","0","0"
329943,10995.541413595998,"2023","High Value","1","0","0","0"
330001,6782.1093877577005,"2021","High Value","0","0","1","0"
330047,10352.936842514,"2022","High Value","0","0","0","0"
330118,6490.4562688000005,"2022","High Value","0","0","0","0"
330130,19775.276091000003,"2023","High Value","0","0","1","0"
330137,411.69778560000003,"2023","Low Value","0","0","0","0"
330199,1360.126537,"2022","Medium Value","0","0","0","0"
330453,5642.47386543,"2021","High Value","0","0","1","0"
330553,22276.2738821324,"2021","High Value","0","1","0","0"
330615,44.61632136,"2020","Low Value","0","0","0","0"
330805,5715.144432,"2022","High Value","0","0","0","0"
330900,728.34397794,"2022","Medium Value","0","0","0","0"
330909,5529.2670731,"2022","High Value","0","0","0","0"
330941,719.66397321,"2022","Medium Value","0","0","0","0"
331000,1599.23064,"2023","Medium Value","0","0","0","0"
331008,5998.638063529999,"2022","High Value","0","0","0","1"
331088,47.586344940000004,"2020","Low Value","0","0","0","0"
331089,1170.0334944,"2022","Medium Value","0","0","0","0"
331124,7958.605631799999,"2023","High Value","0","1","0","0"
331179,7136.930103839999,"2021","High Value","0","0","0","0"
331382,1239.9654242,"2023","Medium Value","0","0","0","0"
331474,1523.0925999,"2021","Medium Value","0","0","0","0"
331520,8715.69002788,"2023","High Value","0","0","0","0"
331538,2859.5433405,"2021","Medium Value","0","0","0","0"
331604,3497.3107883999996,"2022","Medium Value","0","0","0","0"
331686,49.918032000000004,"2022","Low Value","0","0","0","0"
331704,1282.802312,"2023","Medium Value","0","0","0","0"
331858,188.787103974,"2020","Low Value","0","0","0","0"
331884,121.80039549999998,"2024","Low Value","0","0","0","0"
331955,20568.7371264,"2023","High Value","0","0","1","0"
332052,7.9599398400000005,"2022","Low Value","0","0","0","0"
332098,1325.877109656,"2022","Medium Value","0","0","0","0"
332156,9394.734622,"2023","High Value","0","0","0","0"
332188,1668.5898818688001,"2022","Medium Value","0","0","0","0"
332379,1046.72946,"2021","Medium Value","0","0","0","0"
332384,6267.751544160001,"2023","High Value","0","0","0","0"
332493,829.3525148699998,"2022","Medium Value","0","0","0","0"
332497,353.52352440000004,"2023","Low Value","0","0","0","0"
332621,794.7994130999999,"2024","Medium Value","0","0","0","0"
332766,3474.2166249793495,"2021","Medium Value","0","0","0","0"
332768,7235.528935800001,"2024","High Value","0","0","0","0"
332801,492.829134,"2020","Medium Value","0","0","0","0"
332824,3760.440189192,"2023","High Value","0","0","0","0"
332935,5927.535425880001,"2023","High Value","0","0","0","0"
333261,2304.6221177574,"2020","Medium Value","0","0","0","0"
333338,468.35218676,"2022","Low Value","0","0","0","0"
333417,71.8197889024,"2022","Low Value","0","0","0","0"
333525,7241.9336560500005,"2022","High Value","0","0","0","0"
333535,2931.2681554400006,"2023","Medium Value","0","0","0","0"
333601,1006.3591003536,"2022","Medium Value","0","0","0","0"
333664,4242.210689586001,"2023","High Value","0","0","1","0"
333889,1703.34360135,"2022","Medium Value","0","0","0","0"
333989,23.224707000000002,"2023","Low Value","0","0","0","0"
334085,1660.3444156455002,"2020","Medium Value","0","0","0","0"
334086,1246.57295297,"2023","Medium Value","0","0","0","0"
334289,16586.864532,"2022","High Value","0","0","0","0"
334293,406.9838620386,"2020","Low Value","0","0","0","0"
334376,943.3670486399999,"2020","Medium Value","0","0","0","0"
334379,4489.3883481600005,"2020","High Value","0","0","0","0"
334400,267.94934475400004,"2023","Low Value","0","0","0","0"
334518,10869.920035108,"2023","High Value","0","0","0","0"
334676,2669.8776000000003,"2023","Medium Value","0","0","0","0"
334747,9278.4776924,"2022","High Value","0","0","0","0"
335038,5395.964855509999,"2023","High Value","0","1","0","1"
335105,5438.78510011,"2023","High Value","0","1","0","0"
335179,7469.684114772,"2023","High Value","0","0","0","0"
335210,1240.828413328,"2022","Medium Value","0","0","0","0"
335297,6348.676127052001,"2021","High Value","0","0","0","1"
335359,10014.499657851,"2022","High Value","0","0","1","1"
335416,2983.1374203399996,"2022","Medium Value","0","0","0","0"
335447,2015.0672387999998,"2023","Medium Value","0","0","0","0"
335617,3724.5220833799995,"2020","High Value","0","0","0","0"
335644,8916.7947436356,"2021","High Value","1","0","0","0"
335731,27.474266232000005,"2022","Low Value","0","0","0","0"
335860,11736.147795064,"2023","High Value","0","0","0","0"
335925,791.2930844,"2023","Medium Value","0","0","0","0"
335998,4396.286421093,"2023","High Value","0","0","0","1"
336035,2437.8904207504,"2020","Medium Value","0","0","0","0"
336061,7942.938344397999,"2022","High Value","0","0","1","1"
336122,954.3441449502001,"2021","Medium Value","0","0","0","0"
336309,293.7192,"2022","Low Value","0","0","0","0"
336313,2297.50930368,"2022","Medium Value","0","0","0","0"
336385,9529.989286560001,"2022","High Value","0","1","0","0"
336444,6782.474078384401,"2020","High Value","0","0","1","0"
336481,375.14801,"2022","Low Value","0","0","0","0"
336484,11091.058237244,"2022","High Value","0","0","1","0"
336565,128.3721054,"2021","Low Value","0","0","0","0"
336613,70.3885325,"2023","Low Value","0","0","0","0"
336661,695.0101586355,"2021","Medium Value","0","0","0","0"
336713,3478.482555106,"2022","Medium Value","0","0","0","0"
336865,319.6943412,"2022","Low Value","0","0","0","0"
336905,7718.0997175618,"2021","High Value","0","0","0","1"
336920,52.33324460000001,"2024","Low Value","0","0","0","0"
337031,9408.4808724,"2023","High Value","0","1","0","0"
337044,181.97480050320002,"2020","Low Value","0","0","0","0"
337375,2093.7090000000003,"2024","Medium Value","0","0","0","0"
337453,1592.39410582,"2020","Medium Value","0","0","0","0"
337549,10483.50032324,"2021","High Value","0","0","0","0"
337786,5820.369976612001,"2023","High Value","0","0","1","0"
337851,3558.330792,"2022","Medium Value","0","0","0","0"
337882,4241.2396446,"2022","High Value","0","0","0","0"
338029,5800.530084792001,"2022","High Value","0","0","1","0"
338134,399.83672744999996,"2022","Low Value","0","0","0","0"
338350,7271.270098355199,"2020","High Value","0","0","0","0"
338356,4486.375705988,"2021","High Value","0","0","0","0"
338411,1269.6423556200002,"2022","Medium Value","0","0","0","0"
338419,2291.7863619,"2023","Medium Value","0","0","0","0"
338717,1015.6983646704001,"2022","Medium Value","0","1","0","0"
338794,3812.7720221184,"2022","Medium Value","0","0","0","0"
338966,1432.4678115800002,"2024","Medium Value","0","0","0","0"
339003,1618.0955820000001,"2022","Medium Value","0","0","0","0"
339031,87.839072964,"2022","Low Value","0","0","0","0"
339053,2443.930902432,"2021","Medium Value","0","0","0","0"
339059,11303.508658,"2023","High Value","0","0","0","0"
339105,1188.34217964,"2021","Medium Value","0","0","0","0"
339113,60.06956392399999,"2023","Low Value","0","0","0","0"
339168,2065.159488108,"2020","Medium Value","0","0","0","0"
339201,1117.57536,"2022","Medium Value","0","0","0","0"
339277,2263.7155485999,"2022","Medium Value","0","0","1","0"
339805,15606.886621744,"2022","High Value","0","0","0","0"
340066,76.20829911199999,"2022","Low Value","0","0","0","0"
340129,2352.04186351,"2021","Medium Value","1","0","0","0"
340138,344.8946676,"2023","Low Value","0","0","0","0"
340181,1441.6754526,"2021","Medium Value","0","0","0","0"
340211,297.8907067416,"2020","Low Value","0","0","0","0"
340220,2155.2274896999998,"2022","Medium Value","0","0","0","0"
340261,223.3099446,"2023","Low Value","0","0","0","0"
340315,17203.33833867,"2022","High Value","0","0","0","1"
340327,568.1707044,"2023","Medium Value","0","0","0","0"
340412,3704.7218210000005,"2023","High Value","0","0","0","0"
340493,4098.456921216,"2024","High Value","0","0","0","0"
340531,4756.117559335999,"2021","High Value","0","0","0","0"
340633,262.91292751799995,"2022","Low Value","0","0","0","0"
340651,4330.4429251313995,"2022","High Value","0","0","0","0"
340766,10135.464339950398,"2021","High Value","0","0","0","0"
340796,5123.433986244,"2023","High Value","0","0","0","0"
340977,610.7028301800001,"2022","Low Value","0","0","0","0"
341041,9256.581539843002,"2022","High Value","0","0","1","0"
341232,62.1214665498,"2021","Low Value","0","0","0","0"
341434,3553.6450703399996,"2021","Medium Value","0","0","0","1"
341481,289.213239986,"2022","Low Value","0","0","0","0"
341491,98.274276378,"2023","Low Value","0","0","0","0"
341526,3420.7655688319996,"2023","High Value","0","0","0","0"
341565,5679.974469454801,"2021","High Value","0","1","0","0"
341630,3086.13095,"2020","Medium Value","0","0","0","0"
341661,861.904314414,"2023","Medium Value","0","0","1","0"
341687,366.52505399999995,"2023","Low Value","0","0","0","0"
341695,345.73779589049997,"2022","Low Value","0","0","0","0"
341838,2449.7961648920004,"2023","Medium Value","0","0","0","0"
341864,942.27297,"2024","Medium Value","0","0","0","0"
342007,18862.5047828,"2023","High Value","0","0","1","1"
342151,33510.8047672,"2023","High Value","0","0","0","0"
342376,2999.3585303573,"2021","Medium Value","0","0","0","1"
342672,2895.82998992,"2022","Medium Value","0","0","0","0"
342761,1022.8469227440002,"2023","Medium Value","0","0","0","0"
342850,4578.1936000000005,"2023","High Value","0","0","0","0"
342892,169.36720889999998,"2023","Low Value","0","0","0","0"
342916,12256.273869033997,"2023","High Value","0","1","0","0"
342945,311.0998744,"2023","Low Value","0","0","0","0"
342949,7191.0979347741995,"2021","High Value","0","0","0","0"
342959,3257.73464226,"2022","Medium Value","0","0","0","0"
343035,3801.9831717780003,"2021","Medium Value","0","0","0","0"
343075,1409.87448,"2023","Medium Value","0","0","0","0"
343150,91.81342890299999,"2022","Low Value","0","0","0","0"
343193,6563.651086159999,"2022","High Value","0","0","0","1"
343367,2885.09032706,"2022","Medium Value","0","1","0","0"
343419,2371.9732050000002,"2023","Medium Value","0","0","0","0"
343670,813.6610350000001,"2021","Medium Value","0","0","0","0"
343683,712.9299015999999,"2023","Medium Value","0","0","0","0"
343706,2556.1233853,"2023","Medium Value","0","0","0","0"
343724,10678.8432572,"2021","High Value","0","0","0","1"
343751,782.2286575011999,"2021","Medium Value","0","0","0","0"
343758,4448.9178253400005,"2024","High Value","0","0","0","0"
343790,1656.880269,"2022","Medium Value","0","1","0","0"
343856,604.34469,"2022","Low Value","0","0","0","0"
343923,1669.9008591,"2020","Medium Value","0","0","0","0"
343933,1258.4964890400001,"2024","Medium Value","0","0","0","0"
344027,921.5122475999999,"2023","Medium Value","0","0","0","0"
344029,7.86334464,"2022","Low Value","0","0","0","0"
344088,40.82880375,"2022","Low Value","0","0","0","0"
344116,4350.5449328,"2021","High Value","0","0","0","0"
344138,4108.931509464,"2020","High Value","0","0","0","0"
344247,3848.3640644596,"2020","High Value","0","0","0","0"
344309,4965.16080957,"2021","High Value","0","0","0","0"
344451,87.401928432,"2022","Low Value","0","0","0","0"
344475,1341.65774712,"2022","Medium Value","0","0","0","0"
344498,11976.174,"2023","High Value","0","0","0","0"
344688,873.33086295,"2021","Medium Value","0","0","0","0"
344754,3926.9118346000005,"2023","High Value","0","0","1","0"
344823,6465.8058795,"2023","High Value","0","0","0","0"
344837,4128.543939484,"2022","High Value","0","0","0","1"
344960,216.58186636200003,"2022","Low Value","0","0","0","0"
345023,1536.8968901,"2022","Medium Value","0","0","0","1"
345033,854.1310139999999,"2020","Medium Value","0","0","0","0"
345066,1629.316712361,"2022","Medium Value","0","0","0","0"
345099,5227.881683791999,"2023","High Value","0","0","0","0"
345116,15927.2762048,"2023","High Value","0","0","0","0"
345244,2729.230911993,"2021","Medium Value","0","0","0","0"
345465,3822.7901720620002,"2022","Medium Value","0","1","0","0"
345631,3644.4558407928,"2021","Medium Value","0","0","0","0"
345643,1405.977684288,"2023","Medium Value","0","0","0","0"
345697,2898.871976,"2021","Medium Value","0","0","0","0"
345801,684.6368726160001,"2023","Medium Value","0","1","0","0"
345814,12131.2011168,"2023","High Value","1","0","0","0"
345823,187.0672371,"2022","Low Value","0","0","0","0"
345926,398.27628503,"2022","Low Value","0","0","0","1"
346012,674.118,"2023","Medium Value","0","0","0","0"
346084,28264.245387345,"2022","High Value","0","0","0","0"
346096,3178.2986140499997,"2023","Medium Value","0","0","0","0"
346223,2986.77935358,"2023","Medium Value","0","0","0","0"
346243,10249.344989999998,"2022","High Value","0","0","0","0"
346281,4051.1666042999996,"2021","Medium Value","0","0","0","0"
346291,1380.0697708799999,"2020","Medium Value","0","0","0","0"
346441,6527.10784209,"2022","High Value","0","0","0","0"
346470,2589.2759945394996,"2022","Medium Value","0","0","1","0"
346500,9780.419736,"2022","High Value","0","0","1","0"
346591,3942.2063569559996,"2022","High Value","0","0","0","0"
346705,291.14366706,"2023","Low Value","0","0","0","0"
346894,35769.66525227341,"2020","High Value","0","0","0","0"
346943,6963.426132543,"2023","High Value","0","0","0","0"
346957,9698.563442596,"2022","High Value","0","0","1","0"
346986,4848.656200799999,"2021","High Value","0","0","0","1"
347036,261.48060708,"2022","Low Value","0","0","0","0"
347141,109.75333746300001,"2023","Low Value","0","0","0","0"
347179,1433.562858,"2023","Medium Value","0","0","0","0"
347217,5944.98851114,"2022","High Value","0","0","0","1"
347267,34.6008672,"2020","Low Value","0","0","0","0"
347340,2206.6018298999998,"2022","Medium Value","0","1","0","0"
347360,987.7826788499999,"2023","Medium Value","0","0","0","0"
347402,3051.9659279999996,"2022","Medium Value","0","0","0","0"
347403,1488.7743319799997,"2020","Medium Value","0","0","0","0"
347458,4103.812607037999,"2023","High Value","0","0","0","0"
347549,6705.598502399999,"2023","High Value","0","0","0","0"
347639,8375.320490548,"2024","High Value","0","0","0","0"
347941,252.983729079,"2022","Low Value","0","0","0","0"
348129,3700.7271518010007,"2022","Medium Value","1","0","0","0"
348250,4983.792381,"2023","High Value","0","0","0","0"
348559,4333.025136,"2022","High Value","0","0","0","0"
349058,2397.9997281240003,"2022","Medium Value","0","0","0","0"
349085,11228.658980084001,"2022","High Value","0","0","0","0"
349102,232.96114391100002,"2020","Low Value","0","0","0","0"
349130,4051.8128136959995,"2020","High Value","0","0","0","0"
349148,4137.4813333,"2023","High Value","0","0","0","0"
349182,14.883901199999999,"2022","Low Value","0","0","0","0"
349203,474.6449736,"2023","Low Value","0","0","0","0"
349219,6101.1341319695,"2021","High Value","0","0","0","0"
349236,3071.0762495829995,"2023","Medium Value","0","0","0","0"
349294,981.6775222,"2022","Medium Value","0","0","0","0"
349383,79.0041272,"2022","Low Value","0","0","0","0"
349590,1281.2908383,"2024","Medium Value","0","0","0","0"
349634,4838.896068192,"2023","High Value","0","0","0","0"
349719,4163.9408799,"2022","High Value","0","0","0","1"
349807,4254.886227,"2021","High Value","0","0","0","0"
349829,8.9483344,"2022","Low Value","0","0","0","0"
